Temperature,Moisture,Rainfall,PH,Nitrogen,Phosphorous,Potassium,Carbon,Soil,Crop,Fertilizer,Remark
27.38234567,0.70234567,109.20923456,7.00123456,77.45678901,73.45678901,54.45678901,1.85789012,Neutral Soil,tomatoes,Balanced NPK Fertilizer,"""Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."""
38.48502069,0.73841779,71.95979205,6.254388285,61.45562883,60.31279199,54.04429373,2.110212421,Acidic Soil,grapes,General Purpose Fertilizer,Suitable for general use across various soil and crop types. Prefer this when no specific deficiency is detected.
42.09958487,0.549369437,76.48552123,5.41864923,62.55040101,44.19485218,47.13537939,-0.280559958,Acidic Soil,grapes,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
28.70982532,0.338175825,-85.70959335,3.908612908,62.15603696,81.4703585,96.31994797,3.241983684,Neutral Soil,wheat,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
28.41111205,0.436222042,174.4209066,5.850434452,74.3017517,56.46530899,62.34393261,0.646821082,Acidic Soil,Sugarcane,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
26.77220595,0.749664643,38.92353117,6.654754028,58.12904853,100.4509458,52.34166039,-0.280559958,Loamy Soil,Mung Bean,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
28.87230834,0.759910693,214.2978591,5.717626692,73.53155949,48.60656121,62.33839662,1.910505474,Peaty Soil,Rubber,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
20.15890123,0.6916789,144.84499301,6.00456789,66.78901234,57.45678901,48.12345678,1.43123456,Loamy Soil,potatoes,Balanced NPK Fertilizer,"""Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."""
23.97242889,0.713277968,66.28948743,8.145008971,57.90288718,43.93027876,159.5640307,2.046863833,Peaty Soil,Cotton,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
34.94020754,0.466220082,194.8598007,8.82843282,67.7022195,177.3144812,159.5640307,-0.280559958,Acidic Soil,Pigeon Peas,Gypsum,"Corrects alkaline soil, adds calcium and sulfur. Prefer this to lower soil pH and enhance soil structure."
27.552785,0.470335811,113.4054408,5.678250455,60.43970466,43.90314798,35.46592097,1.231895236,Acidic Soil,banana,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
23.20534105,0.670496567,65.4505533,6.09659627,55.62460046,62.63327113,43.91180231,2.026599367,Acidic Soil,Tobacco,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
50.17984508,0.475817021,296.338161,6.079046967,78.33386761,33.99391762,61.08860079,0.922558156,Acidic Soil,Rubber,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
16.95048206,0.676634652,49.28675036,6.554473826,48.41614044,24.31149621,54.83364663,2.457751252,Loamy Soil,Peas,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
16.91890123,0.66156789,115.99188734,5.90456789,62.45678901,52.12345678,42.45678901,1.35456789,Acidic Soil,potatoes,Balanced NPK Fertilizer,"""Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."""
50.17984508,0.850959195,151.4305304,5.684480154,66.92983805,46.53555365,55.41937839,1.586666271,Peaty Soil,Coconut,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
30.86744924,0.675585728,142.490306,6.536292103,65.70222761,64.59535702,59.53059253,1.134859627,Acidic Soil,Ground Nut,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
27.07814037,0.623834717,18.77092357,6.228766065,55.27597167,50.51614517,39.11250993,1.729094175,Acidic Soil,muskmelon,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
20.96122007,0.441249131,90.57530407,3.908612908,54.53961027,85.91631682,64.45591596,1.747652013,Neutral Soil,maize,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
29.33319321,0.754457559,57.51825374,6.210436773,51.57721366,60.38099777,50.50938055,2.45004418,Peaty Soil,Lentil,Organic Fertilizer,"Enhances fertility naturally, ideal for peaty soils. Prefer this to improve soil fertility while maintaining organic farming practices."
26.3289403,0.702364035,198.7496367,5.447584728,74.55843735,53.29060044,56.79927347,1.165811263,Peaty Soil,rice,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
28.14957233,0.414268734,125.8078636,5.348418957,69.48218666,44.37170549,58.35111258,1.864123512,Acidic Soil,Sugarcane,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
25.16039035,0.605473132,241.0119154,5.719833909,73.30378882,47.11136797,70.60104084,1.646037022,Acidic Soil,Rubber,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
30.1257792,0.474437044,19.31625714,6.206217467,35.52771842,177.3144812,45.28936758,-0.280559958,Acidic Soil,muskmelon,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
28.66486839,0.576026202,71.60622796,6.384459561,54.77598362,59.14023879,47.59964783,0.79339382,Acidic Soil,Mung Bean,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
30.64859227,0.481393239,22.96381342,6.09325324,55.35392912,57.24972479,41.34822544,1.779289659,Acidic Soil,muskmelon,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
21.90336508,0.511218632,61.36558296,6.272073894,57.6352303,53.66594094,46.40465398,0.987397814,Acidic Soil,Tobacco,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
17.24775124,0.770790015,35.58227157,6.419203157,55.26598487,39.92600232,45.50064626,2.350405098,Peaty Soil,Peas,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
30.38520571,0.501940692,54.56490557,6.300061032,54.93681724,60.89226107,159.5640307,1.676632684,Acidic Soil,Mung Bean,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
25.97974591,0.744879651,30.25538006,6.152561957,51.98949424,74.07834329,159.5640307,1.664606606,Peaty Soil,muskmelon,Organic Fertilizer,"Enhances fertility naturally, ideal for peaty soils. Prefer this to improve soil fertility while maintaining organic farming practices."
26.21776996,0.599000106,201.2531291,6.73284781,66.04687531,64.56014954,99.83719552,2.031969665,Acidic Soil,Coffee,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
17.38234567,0.62878901,108.67010528,6.70789012,77.12345678,67.78901234,58.12345678,1.62789012,Neutral Soil,potatoes,Balanced NPK Fertilizer,"""Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."""
28.01134828,0.625601625,205.6873237,5.23938674,70.31094399,34.69465747,60.67157147,0.679941629,Acidic Soil,Rubber,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
33.12961701,0.727116184,74.76121879,6.592809762,55.74106499,86.54764254,60.40209961,2.159418471,Loamy Soil,Black gram,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
23.78913344,0.524866556,107.6715001,7.628649376,63.27875711,66.37587503,62.86438587,0.782300156,Alkaline Soil,orange,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
22.97373819,0.76273201,175.0858984,4.759991157,86.96971052,47.39733642,50.03822005,1.1394971,Peaty Soil,Tea,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
29.14498532,0.794496936,52.89059855,6.221341848,54.92593051,50.24284675,48.05551153,0.842975873,Acidic Soil,Moth Beans,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
26.97155792,0.646946641,162.6348791,6.625652145,70.14149481,105.454042,114.6329554,2.242274674,Loamy Soil,Jute,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
31.84041664,0.597062488,105.5064208,5.258917804,57.10091127,31.72142665,40.22222155,1.562375897,Acidic Soil,mango,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
47.70585792,0.972361206,53.64981175,7.830567592,51.52958685,38.41234414,47.29090764,1.801929195,Peaty Soil,millet,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
14.85934837,0.609161298,306.0816006,6.751687905,86.96971052,36.04341552,61.18524081,1.244989967,Loamy Soil,Peas,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
24.90882668,0.972361206,171.1723646,5.789030256,71.43187371,53.02010842,45.57650055,0.672527214,Acidic Soil,Coconut,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
29.15538263,0.650529499,82.11982166,7.613392009,52.89188688,177.3144812,41.14852145,2.442581125,Peaty Soil,Moth Beans,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
27.97434488,0.47351664,181.3005196,6.320544147,69.63849233,49.27696807,69.6104484,0.884544191,Acidic Soil,Jute,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
27.00811922,0.632391267,252.0050336,6.79392015,84.05479164,145.0157626,135.1934644,0.745041482,Loamy Soil,papaya,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
27.35624099,0.777091155,105.3159828,6.046224096,61.70662899,47.72293649,59.07912209,0.86213745,Acidic Soil,banana,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
26.20500821,0.727330908,99.08970193,7.15113955,68.52188675,155.3075812,104.5478214,0.84779107,Loamy Soil,orange,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
19.71107982,0.811057868,129.2779522,5.712144944,52.38693593,33.31073549,43.01586498,0.593106462,Acidic Soil,Kidney Beans,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
18.67864152,0.621541024,72.93403158,7.655648544,51.7990809,29.44915356,51.99498395,0.813681332,Alkaline Soil,Chickpea,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
19.02970332,0.747375444,100.4037397,6.526166377,63.87373628,83.44110473,76.27746491,1.652192533,Loamy Soil,orange,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
22.80234567,0.71701234,95.54556789,6.30456789,69.78901234,63.78901234,52.45678901,1.69789012,Loamy Soil,tomatoes,Balanced NPK Fertilizer,"""Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."""
26.23803153,0.606457571,105.203327,5.617417236,60.78748751,40.35921406,54.62476966,0.500638845,Acidic Soil,banana,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
18.18719319,0.533198408,74.41581197,6.626949523,55.23400636,65.53419867,54.97042416,1.706525502,Acidic Soil,grapes,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
32.17370452,0.656627498,289.345546,4.776900226,83.1167501,39.78723682,67.01752345,1.097381051,Acidic Soil,Rubber,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
24.60892682,0.553314857,114.2775558,5.822546055,63.15920702,47.90283763,59.12543142,2.317812289,Acidic Soil,banana,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
19.06696869,0.680731329,61.46850024,6.20188201,51.90112151,33.44969607,43.59887475,1.384800901,Acidic Soil,Peas,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
18.96600941,0.735294272,54.15458074,7.30108359,51.47875187,141.597619,89.41839956,2.043893371,Loamy Soil,Lentil,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
27.53169236,0.227436131,238.0965549,4.654953423,70.62353436,42.54641105,53.16556957,1.507144066,Acidic Soil,Tea,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
18.61582195,0.741791315,92.08357111,7.884005903,49.62656795,177.3144812,49.0256576,3.241983684,Alkaline Soil,Chickpea,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
15.73790665,0.756076954,101.1885653,3.908612908,49.0030822,35.51790433,-20.50910839,1.466678621,Peaty Soil,Kidney Beans,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
24.03098078,0.472302464,54.70057447,3.908612908,57.60832559,134.0764749,89.74243846,-0.280559958,Neutral Soil,Cotton,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
22.88217371,0.517307443,306.0816006,6.233884042,62.20395327,66.64273077,63.40630679,0.649610932,Acidic Soil,pomegranate,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
28.63691841,0.405010609,147.1636046,6.135903594,69.29337408,60.52824679,66.44617851,1.203990617,Acidic Soil,Sugarcane,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
24.29767577,0.703395112,73.67799758,6.292655234,58.00559194,44.53565781,52.90065545,0.707637269,Acidic Soil,Cotton,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
7.609429503,0.651758171,98.02528649,6.289149096,57.78358829,87.03294472,65.03866949,2.313998896,Acidic Soil,orange,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
19.72325857,0.596857891,48.49960007,7.108540608,54.17896167,92.18464839,61.66534006,1.887158784,Loamy Soil,Lentil,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
27.88427301,0.508575893,40.73006477,6.813859347,54.45416527,105.5902472,60.82113262,0.832636075,Neutral Soil,watermelon,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
43.19525021,0.489786224,-85.70959335,6.070417788,51.70749181,39.14369895,45.52586103,1.280323066,Acidic Soil,millet,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
26.19242518,0.631635287,65.41757738,7.813636438,55.37329861,60.29574105,41.10113969,2.420997223,Peaty Soil,Lentil,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
18.75056303,0.419358363,152.2548226,5.724058316,53.76288302,177.3144812,39.67204044,2.215552772,Acidic Soil,Kidney Beans,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
24.88629981,0.689258421,109.1874069,5.699314669,61.61593387,51.03342212,49.52909731,2.463749349,Acidic Soil,Sugarcane,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
28.06497592,0.44828798,67.4272353,5.632897379,53.95262348,44.93274767,41.63654388,1.201964992,Acidic Soil,Moth Beans,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
25.00368214,0.477827308,83.4684927,6.108921548,54.83583123,50.27640875,42.95441591,1.929901329,Acidic Soil,Tobacco,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
42.82677618,0.485684456,72.83285895,6.814241489,59.19382359,122.4757831,57.53865845,2.011012794,Neutral Soil,papaya,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
27.54643589,0.611988068,89.70014993,8.093079383,62.01720299,47.09108641,55.07119913,1.807012211,Peaty Soil,Sugarcane,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
21.06603384,0.671879869,306.0816006,5.631370273,53.88501909,48.9237037,53.58996154,0.563291626,Acidic Soil,Kidney Beans,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
27.11565894,0.588311006,-85.70959335,4.533632483,72.60496178,36.90716403,57.92681399,1.021476209,Acidic Soil,Tea,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
26.91704728,0.719278268,59.34329713,7.753047231,56.16824629,51.81814362,38.64197549,1.113474059,Peaty Soil,Lentil,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
20.6356789,0.73934567,141.37966329,6.00456789,66.78901234,57.45678901,47.12345678,1.41123456,Loamy Soil,potatoes,Balanced NPK Fertilizer,"""Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."""
25.45626913,0.406618298,128.2308956,5.759297595,66.39973677,59.57601362,50.46241915,2.294480202,Acidic Soil,apple,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
31.7682431,0.772943543,54.42654518,6.77510645,52.92225376,134.2422509,43.00718849,1.809352568,Loamy Soil,muskmelon,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
17.07768333,0.773125461,64.13479167,5.611199124,54.11025593,51.83167105,52.89374124,1.365526655,Peaty Soil,grapes,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
26.05365429,0.857941386,269.2418655,5.976674827,80.55537827,57.303556,81.83335127,0.78617154,Acidic Soil,rice,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
15.4056789,0.63734567,93.97766376,5.20789012,45.12345678,36.45678901,45.12345678,0.95789012,Acidic Soil,potatoes,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
50.92496967,0.645538027,90.37507629,7.293797322,61.22974652,72.07901437,77.27818056,0.558905367,Loamy Soil,Adzuki Beans,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
23.5722577,0.699063469,116.7305007,6.364325367,60.09999337,71.41663361,62.73676131,1.254169828,Acidic Soil,apple,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
16.9856789,0.62345678,104.91677037,6.60789012,73.45678901,64.12345678,54.78901234,1.61123456,Neutral Soil,potatoes,Balanced NPK Fertilizer,"""Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."""
19.09066783,0.558916928,90.63814477,8.309043778,49.11855987,32.30403171,46.49083387,1.175220792,Peaty Soil,Chickpea,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
30.29860045,0.600649162,62.29197245,7.611041955,55.53846283,64.07400639,43.85530507,2.297102719,Peaty Soil,Black gram,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
27.52570844,0.478420674,36.42771762,7.921347552,54.94879648,177.3144812,53.04782966,1.10035068,Peaty Soil,Moth Beans,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
50.17984508,0.535837262,134.9992526,5.551136856,68.93681949,50.40760778,63.77013205,0.924299682,Acidic Soil,Sugarcane,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
23.58279647,0.443496589,97.3559942,6.006450176,53.64366781,45.17002533,53.38355475,2.182653059,Acidic Soil,Kidney Beans,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
37.05909702,0.665058418,81.29717374,5.449983825,61.96225741,51.75366152,41.5266062,1.590390884,Acidic Soil,grapes,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
20.00103406,0.674580951,70.674092,5.734787991,55.03803909,36.1085859,50.22157995,0.677282395,Acidic Soil,maize,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
25.27952449,0.769286183,162.4370106,5.877447666,72.25210274,56.34140955,63.94386417,3.241983684,Peaty Soil,Jute,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
50.17984508,0.678132,96.28244772,7.977384439,56.72833391,177.3144812,57.09905875,1.20944334,Peaty Soil,orange,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
46.7768898,0.56052981,37.38395722,6.735643049,52.77368881,41.97849605,53.30120535,0.742235904,Neutral Soil,millet,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
34.18299953,0.617652248,135.9412251,6.093090265,65.61225828,51.249969,64.36719853,2.380409901,Acidic Soil,Ground Nut,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
28.43703967,0.58233062,44.89682711,6.920411602,55.58065897,126.9684763,140.4453437,2.351041219,Neutral Soil,Lentil,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
25.52694333,0.84236956,312.8210245,6.785582263,82.87921825,82.30798506,137.7631186,1.11658773,Loamy Soil,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
28.80786494,0.517996026,110.4517065,5.937249462,64.20803231,177.3144812,-20.50910839,1.269269504,Acidic Soil,banana,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
14.14867138,0.619885308,76.50146849,6.321173117,50.72188317,23.45557049,51.14142745,0.542497692,Acidic Soil,Kidney Beans,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
30.24839882,0.651713865,155.3254993,5.171960887,69.33526641,42.09546156,58.92079243,1.966498486,Acidic Soil,Sugarcane,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
33.26259457,0.510970142,134.2569273,5.962559851,65.85139612,65.4564656,46.23462254,0.928691589,Acidic Soil,Ground Nut,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
29.93353529,0.721617124,55.51793475,7.687586076,52.51634582,72.93960435,47.56954353,1.836732031,Loamy Soil,Lentil,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
25.4192503,0.506283484,-85.70959335,5.396637478,35.52771842,52.85305922,53.86004376,2.132136587,Acidic Soil,apple,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
18.82898815,0.587672686,85.42835526,6.684775354,54.64178215,67.06829894,57.33955847,2.305659613,Acidic Soil,maize,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
11.37254697,0.665858498,121.032891,6.949464616,56.49876771,144.9229317,136.8168861,2.21072153,Loamy Soil,orange,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
17.9310586,0.59931949,93.43152711,7.013557592,57.82773094,161.1672372,-20.50910839,0.892921745,Loamy Soil,pomegranate,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
29.10230421,0.66469776,193.4310935,6.131659927,79.29727843,54.85683565,67.57867311,1.473700555,Acidic Soil,Coconut,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
25.14166731,0.227436131,71.86842941,7.393024067,56.08940844,75.93151348,65.64124364,2.165706337,Peaty Soil,Cotton,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
24.77234567,0.8516789,285.87789012,8.10123456,48.12345678,32.78901234,52.78901234,1.95789012,Alkaline Soil,berseem clover,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
22.50123456,0.68123456,90.12345678,6.30123456,60.12345678,30.12345678,50.12345678,1.50123456,Loamy Soil,tomatoes,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
21.83923637,0.510455736,44.50501607,6.477451171,57.29461336,97.43308401,68.17925075,0.96842099,Neutral Soil,watermelon,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
21.5856789,0.84256789,218.32234567,8.00789012,49.45678901,36.12345678,56.12345678,2.10456789,Alkaline Soil,berseem clover,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
25.6358543,0.381464761,66.3952067,7.327564522,57.56372947,88.41200674,64.03823352,0.508226013,Neutral Soil,Black gram,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
50.17984508,0.44192957,306.0816006,5.686513814,51.97548492,31.79721129,43.8309608,1.684814211,Acidic Soil,millet,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
22.02926715,0.582333125,50.40234155,5.734177872,55.05322883,51.31727024,159.5640307,0.796801976,Acidic Soil,maize,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
16.23476318,0.63623214,60.40183406,6.160483969,50.2310487,37.45052895,51.49771497,3.241983684,Acidic Soil,Peas,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
16.01054988,0.553858267,88.07366201,5.839246593,53.93956898,43.10223046,55.8285944,2.300495554,Acidic Soil,maize,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
29.68472925,0.539930752,77.68010566,6.288498633,56.89348235,58.04360326,53.33443917,0.638506634,Acidic Soil,Tobacco,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
24.68541184,0.439256257,39.9996948,6.736615948,52.34422003,72.96798349,159.5640307,0.741527315,Neutral Soil,Lentil,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
21.0356789,0.73590123,99.98501234,6.30123456,70.12345678,64.12345678,53.12345678,1.71789012,Loamy Soil,tomatoes,Balanced NPK Fertilizer,"""Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."""
